Incident ID,Incident Date,Month,Year,State,City Or County,Address,# Killed,# Injured,TotalKilled2021,TotalInjured2021,No_events21,TotalKilled2020,TotalInjured2020,No_events20,TotalKilled2019,TotalInjured2019,No_events19,TotalKilled2018,TotalInjured2018,No_events18,TotalKilled2017,TotalInjured2017,No_events17,TotalKilled2016,TotalInjured2016,No_events16,TotalKilled2015,TotalInjured2015,No_events15,TotalKilled2014,TotalInjured2014,No_events2014
1948233,08/03/2021,3,2021,Florida,Clearwater,US-19 ALT and Drew St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1948470,07/03/2021,3,2021,Mississippi,Edwards,607 Wallace Dr,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1947241,06/03/2021,3,2021,California,Yuba City,Countryside Dr and Littlejohn Dr,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1945999,06/03/2021,3,2021,North Carolina,Fayetteville,200 block of Shads Ford Blvd,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1946991,05/03/2021,3,2021,California,Compton,600 block of N Long Beach Blvd,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1944507,04/03/2021,3,2021,District of Columbia,Washington,3900 Martin Luther King Jr Ave SW,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1943986,03/03/2021,3,2021,Pennsylvania,Erie,2105 Buffalo Rd,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1941382,28/02/2021,2,2021,Ohio,Cincinnati,3600 block of Idlewild Ave,3,3,,,,,,,,,,,,,,,,,,,,,,,,
1941669,28/02/2021,2,2021,Indiana,East Chicago,1205 W Chicago Ave,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1940791,28/02/2021,2,2021,Delaware,Dover,21 S Little Creek Rd,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1941647,28/02/2021,2,2021,South Carolina,Mccormick,437 Talbert Rd,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1941444,28/02/2021,2,2021,Louisiana,Shreveport,4914 Mansfield Rd,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1941210,28/02/2021,2,2021,Texas,Houston,13484 Northwest Fwy,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1943271,27/02/2021,2,2021,Mississippi,Columbus,1200 block of 7th St S,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1940190,27/02/2021,2,2021,Mississippi,Pattison,Pattison-Tillman Rd,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1939789,26/02/2021,2,2021,Louisiana,Baton Rouge,4700 block of Paige St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1940069,26/02/2021,2,2021,Texas,Houston,8708 Beechnut St,1,5,,,,,,,,,,,,,,,,,,,,,,,,
1939958,26/02/2021,2,2021,California,San Diego,841 S 45th St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1934704,21/02/2021,2,2021,Missouri,Kennett,1615 1st St,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1935235,21/02/2021,2,2021,North Carolina,Teachey,Thomas Smith Ln and Bay Rd,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1934225,20/02/2021,2,2021,Pennsylvania,Norristown (East Norriton),2912 Swede Rd,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1934077,20/02/2021,2,2021,Louisiana,Metairie,6719 Airline Dr,3,2,,,,,,,,,,,,,,,,,,,,,,,,
1933975,20/02/2021,2,2021,Colorado,Grand Junction,1000 block of Teller Ave,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1934181,20/02/2021,2,2021,Illinois,Springfield,1100 block of S Grand Ave W,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1932479,18/02/2021,2,2021,Louisiana,Baton Rouge,2047 N Foster Dr,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1931288,17/02/2021,2,2021,Pennsylvania,Philadelphia,5597 Old York Rd,0,8,,,,,,,,,,,,,,,,,,,,,,,,
1930463,16/02/2021,2,2021,Florida,Saint Petersburg,2968 Emerson Ave S,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1928557,13/02/2021,2,2021,California,San Francisco,3rd St and Quesada Ave,0,6,,,,,,,,,,,,,,,,,,,,,,,,
1928594,13/02/2021,2,2021,Indiana,Indianapolis,3800 block of N Sherman Dr,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1928149,13/02/2021,2,2021,California,Oakland,1000 block of Washington St,0,6,,,,,,,,,,,,,,,,,,,,,,,,
1928205,13/02/2021,2,2021,North Carolina,Cary,101 Reed St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1926742,11/02/2021,2,2021,Georgia,Columbus,2001 South Lumpkin Rd,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1926701,10/02/2021,2,2021,Georgia,Atlanta,62 Harwell Rd NW,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1924892,09/02/2021,2,2021,Texas,Houston,945 W Little York Rd,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1924338,09/02/2021,2,2021,Minnesota,Buffalo,755 Crossroads Campus Dr,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1921939,06/02/2021,2,2021,Tennessee,Murfreesboro,Ewing Blvd and West St,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1923786,06/02/2021,2,2021,Louisiana,Thibodaux,1100 block of Tiger Dr,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1921768,06/02/2021,2,2021,Illinois,Bloomingdale,250 W Schick Rd,1,5,,,,,,,,,,,,,,,,,,,,,,,,
1922354,06/02/2021,2,2021,Washington,Tacoma,3634 E McKinley Ave,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1921641,05/02/2021,2,2021,Pennsylvania,Mohnton,360 E Wyomissing Ave,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1924951,05/02/2021,2,2021,Mississippi,Benoit,1017 Lake Bolivar Rd,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1920771,04/02/2021,2,2021,North Carolina,High Point,2912 W English Rd,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1919696,03/02/2021,2,2021,Colorado,Oak Creek,200 block of Wild Hogg Dr,3,2,,,,,,,,,,,,,,,,,,,,,,,,
1919399,03/02/2021,2,2021,Tennessee,Memphis,800 block of Olympic St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1917918,02/02/2021,2,2021,Florida,Fort Lauderdale (Sunrise),10100 Reflections Blvd W,3,3,,,,,,,,,,,,,,,,,,,,,,,,
1917909,02/02/2021,2,2021,Oklahoma,Muskogee,903 Indiana St,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1917661,01/02/2021,2,2021,New York,Rochester,400 block of Lyell Avenue,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1916374,30/01/2021,1,2021,New York,Albany,200 block of Central Ave,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1914798,29/01/2021,1,2021,Pennsylvania,Mc Kees Rocks (Mckees Rocks),824 Island Ave,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1914942,28/01/2021,1,2021,Michigan,Flint,1900 block of Tebo St,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1913708,27/01/2021,1,2021,California,Santa Ana,1614 S Standard Ave,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1911026,25/01/2021,1,2021,District of Columbia,Washington,1406 Good Hope Rd SE,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1910136,24/01/2021,1,2021,Indiana,Indianapolis,3540 Adams St,5,1,,,,,,,,,,,,,,,,,,,,,,,,
1910619,24/01/2021,1,2021,Nevada,Las Vegas,W Wilson Ave and H St,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1909849,22/01/2021,1,2021,Kentucky,Covington,217 E Martin Luther King Jr Blvd,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1908542,21/01/2021,1,2021,California,Oakland,107th Ave and Apricot St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1905423,18/01/2021,1,2021,Pennsylvania,Tobyhanna,960 PA-196,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1904063,17/01/2021,1,2021,Arizona,Phoenix,2340 W Northern Ave,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1904036,17/01/2021,1,2021,Arizona,Phoenix,2236 E University Dr,1,6,,,,,,,,,,,,,,,,,,,,,,,,
1905360,16/01/2021,1,2021,Illinois,Kankakee,600 block of N Evergreen Ave,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1903058,15/01/2021,1,2021,Pennsylvania,Philadelphia,5000 block of N 10th St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1899819,11/01/2021,1,2021,Florida,Miami,2491 NE 58th St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1898261,09/01/2021,1,2021,Illinois,Evanston,100 Asbury Ave,6,2,,,,,,,,,,,,,,,,,,,,,,,,
1897878,09/01/2021,1,2021,Texas,Houston,5828 Martin Luther King Blvd,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1896774,07/01/2021,1,2021,District of Columbia,Washington,1300 block of Columbia Rd NW,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1896384,06/01/2021,1,2021,Texas,Livingston,201 Maple Ln,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1896252,06/01/2021,1,2021,Virginia,Manassas,10010 Ellis Rd,3,3,,,,,,,,,,,,,,,,,,,,,,,,
1894822,04/01/2021,1,2021,Louisiana,New Orleans,1600 block of N Galvez St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1894979,04/01/2021,1,2021,Florida,Tampa,1225 S 78th St,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1894941,04/01/2021,1,2021,Florida,Fort Lauderdale (Lauderhill),1828 NW 38th Ave,0,7,,,,,,,,,,,,,,,,,,,,,,,,
1893953,03/01/2021,1,2021,Oregon,Gresham,NE 181st Ave and NE San Rafael St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1893327,03/01/2021,1,2021,Texas,Houston,2900 Travis St,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1893754,03/01/2021,1,2021,Florida,Miami,3632 NW 25th Ave,0,6,,,,,,,,,,,,,,,,,,,,,,,,
1893601,03/01/2021,1,2021,Louisiana,Shreveport,6900 block of Jewella Ave,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1893877,03/01/2021,1,2021,California,Santa Barbara,1200 block of Liberty St,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1893744,03/01/2021,1,2021,Florida,Miami,10525 NW 24th Ave,0,8,,,,,,,,,,,,,,,,,,,,,,,,
1892114,01/01/2021,1,2021,Iowa,Sioux City,2637 S Walker St,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1892034,01/01/2021,1,2021,Arkansas,Fort Smith,3211 Towson Ave,0,7,,,,,,,,,,,,,,,,,,,,,,,,
1892704,01/01/2021,1,2021,Texas,Amarillo,2650 Dumas Dr,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1891720,01/01/2021,1,2021,Illinois,Galesburg,1000 block of Monroe St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1891461,31/12/2020,12,2020,Indiana,Indianapolis,8215 Center Run Road,1,3,,,,514,2543,611,,,,,,,,,,,,,,,,,,
1890946,31/12/2020,12,2020,Oregon,Happy Valley,9200 block of SE Idleman Rd,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1886974,26/12/2020,12,2020,Illinois,Rockford,4007 E State St,3,3,,,,,,,,,,,,,,,,,,,,,,,,
1886913,26/12/2020,12,2020,Florida,Tampa,N 20th St and E 7th Ave,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1887059,26/12/2020,12,2020,Massachusetts,Lynn,Washington St and Quincy Ter,1,5,,,,,,,,,,,,,,,,,,,,,,,,
1886849,26/12/2020,12,2020,Florida,Miami,NW 61st St and NW 13th Ave,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1886372,25/12/2020,12,2020,Florida,Boynton Beach,Martin Luther King Jr Blvd and N Seacrest Blvd,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1886721,25/12/2020,12,2020,Arkansas,Atkins,5180 Pine Ridge Rd,5,0,,,,,,,,,,,,,,,,,,,,,,,,
1886141,24/12/2020,12,2020,Florida,Lakeland,1500 block of Amos Ave,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1885251,22/12/2020,12,2020,Mississippi,Meridian,Jeffrey Acres Rd,5,0,,,,,,,,,,,,,,,,,,,,,,,,
1882214,20/12/2020,12,2020,Connecticut,Bridgeport,456 Connecticut Ave,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1881213,19/12/2020,12,2020,Illinois,Chicago,8936 S Cottage Grove Ave,0,6,,,,,,,,,,,,,,,,,,,,,,,,
1876727,13/12/2020,12,2020,West Virginia,Elkview,1384 Cemetery Hill Dr,4,0,,,,,,,,,,,,,,,,,,,,,,,,
1877043,12/12/2020,12,2020,California,San Bernardino,900 block of N Sierra Way,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1876231,12/12/2020,12,2020,New York,Copiague,2336 Great Neck Rd,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1876039,12/12/2020,12,2020,New York,Brooklyn,574 Warren St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1876552,12/12/2020,12,2020,Maryland,Hyattsville (Landover),8600 block of Old Ardmore Rd,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1877628,10/12/2020,12,2020,Georgia,Tifton,700 block of 17 1/2 St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1877122,10/12/2020,12,2020,Mississippi,Jackson,1805 Hospital Dr,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1908063,08/12/2020,12,2020,West Virginia,Williamsburg,611 Flynns Creek Rd,6,0,,,,,,,,,,,,,,,,,,,,,,,,
1873798,08/12/2020,12,2020,Louisiana,Lacombe,28399 Palmer Dr,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1870827,06/12/2020,12,2020,Texas,Venus,6100 N FM 157,0,6,,,,,,,,,,,,,,,,,,,,,,,,
1871627,05/12/2020,12,2020,California,Hayward,25000 block of Eldridge Ave,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1870840,05/12/2020,12,2020,North Carolina,Autryville,10101 Gip Rd,0,6,,,,,,,,,,,,,,,,,,,,,,,,
1869748,04/12/2020,12,2020,Illinois,Chicago,4400 block of W Adams St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1867006,01/12/2020,12,2020,Pennsylvania,Morrisville,1 Makefield Rd,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1866100,30/11/2020,11,2020,Alaska,Palmer,335 N Valley Way,4,0,,,,,,,,,,,,,,,,,,,,,,,,
1864683,29/11/2020,11,2020,Mississippi,Grenada,Highway 8 East,0,11,,,,,,,,,,,,,,,,,,,,,,,,
1865110,29/11/2020,11,2020,Tennessee,Memphis,3492 W Metropolitan Cir,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1863726,28/11/2020,11,2020,South Carolina,Aiken,1695 Richland Ave E,1,10,,,,,,,,,,,,,,,,,,,,,,,,
1864205,28/11/2020,11,2020,South Carolina,Conway,3800 block of Golden Key Rd,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1864177,28/11/2020,11,2020,Louisiana,New Orleans,7001 Lawrence Rd,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1862947,27/11/2020,11,2020,Georgia,Macon,425 Cherry St,1,5,,,,,,,,,,,,,,,,,,,,,,,,
1863099,27/11/2020,11,2020,Ohio,Toledo,3257 Stickney Ave,0,6,,,,,,,,,,,,,,,,,,,,,,,,
1862603,26/11/2020,11,2020,Nevada,Henderson,870 E Lake Mead Pkwy,1,5,,,,,,,,,,,,,,,,,,,,,,,,
1859110,22/11/2020,11,2020,New Jersey,Trenton,Stuyvesant Ave and Hoffman Ave,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1858455,22/11/2020,11,2020,Illinois,Chicago,700 block of E 101st St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1859390,22/11/2020,11,2020,New York,Brooklyn,15 Albany Ave,1,6,,,,,,,,,,,,,,,,,,,,,,,,
1859186,22/11/2020,11,2020,Louisiana,New Orleans,9232 Chef Menteur Hwy,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1857439,21/11/2020,11,2020,Illinois,Chicago,W 79th St and S Justine St,0,6,,,,,,,,,,,,,,,,,,,,,,,,
1857947,21/11/2020,11,2020,Arizona,Phoenix,35th Ave and Earll Dr,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1858965,21/11/2020,11,2020,Nebraska,Bellevue,1307 Cornhusker Rd,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1857040,20/11/2020,11,2020,Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,0,8,,,,,,,,,,,,,,,,,,,,,,,,
1856417,19/11/2020,11,2020,Florida,Haines City,422 N 15th St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1855276,18/11/2020,11,2020,Texas,Houston,11614 Manor Park Dr,3,2,,,,,,,,,,,,,,,,,,,,,,,,
1856338,18/11/2020,11,2020,South Carolina,Florence,500 block of Gaillard St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1854207,17/11/2020,11,2020,Tennessee,Jackson,Honey Bear Cove,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1854149,16/11/2020,11,2020,Florida,Miami,200 block of S Biscayne River Dr,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1853615,16/11/2020,11,2020,Illinois,Chicago,700 block of S Pulaski Rd,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1854076,16/11/2020,11,2020,Illinois,Chicago,2700 block of S State St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1852831,15/11/2020,11,2020,Louisiana,Shreveport,300 block of Douglas St,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1853089,15/11/2020,11,2020,Georgia,Jonesboro,500 Block of Museum Cir,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1852604,14/11/2020,11,2020,South Carolina,Sumter,1008 Marilyn Ave,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1852853,14/11/2020,11,2020,Missouri,Fulton,1915 N Bluff St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1852161,14/11/2020,11,2020,Ohio,Cincinnati,400 block of Kings Run Dr,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1852363,14/11/2020,11,2020,California,Riverside,La Sierra Avenue and Tin Mine Road,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1850981,12/11/2020,11,2020,Florida,Tampa,1200 block of E Palifox St,2,4,,,,,,,,,,,,,,,,,,,,,,,,
1850693,12/11/2020,11,2020,North Carolina,Gastonia,1225 Union Rd,0,6,,,,,,,,,,,,,,,,,,,,,,,,
1849308,10/11/2020,11,2020,Florida,Tampa,N 50th St and Sligh Ave,1,7,,,,,,,,,,,,,,,,,,,,,,,,
1847840,09/11/2020,11,2020,Texas,Fort Worth,5310 E Rosedale St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1846712,08/11/2020,11,2020,Virginia,Virginia Beach,3700 block of Whitney Ct,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1846494,08/11/2020,11,2020,Tennessee,Nashville,2nd Ave N and Commerce St,0,8,,,,,,,,,,,,,,,,,,,,,,,,
1846764,07/11/2020,11,2020,Kansas,Ogden,225 Riley Ave,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1845690,07/11/2020,11,2020,South Carolina,Rock Hill,241 Albright Rd,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1845477,06/11/2020,11,2020,Louisiana,New Orleans,8622 Belfast St,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1844573,05/11/2020,11,2020,Ohio,Toledo,2125 Parkwood Ave,3,2,,,,,,,,,,,,,,,,,,,,,,,,
1843360,04/11/2020,11,2020,Missouri,Jefferson City,1299 Lafayette St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1842362,03/11/2020,11,2020,Nevada,Henderson,1445 Stonelake Cove Ave,4,1,,,,,,,,,,,,,,,,,,,,,,,,
1842421,02/11/2020,11,2020,Ohio,Mansfield,136 Sturges Ave,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1840534,01/11/2020,11,2020,South Carolina,Hollywood,7800 block of White Point Rd,0,6,,,,,,,,,,,,,,,,,,,,,,,,
1840265,01/11/2020,11,2020,Indiana,Evansville,664 E Illinois St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1840364,01/11/2020,11,2020,Oklahoma,Oklahoma City,10601 S Western Ave,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1841432,01/11/2020,11,2020,North Carolina,Winston Salem (Winston-salem),3900 block of Glen Hi Rd,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1840600,01/11/2020,11,2020,Arizona,Tucson,2500 block of E Aerospace Parkway,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1840310,01/11/2020,11,2020,New Jersey,Atlantic City,2721 Arctic Ave,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1839628,31/10/2020,10,2020,California,Sacramento,2800 block of Normington Dr,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1839576,31/10/2020,10,2020,Washington,Sumner,127th Ave E and Valley Ave E,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1839462,31/10/2020,10,2020,California,Anaheim,1210 S State College Blvd,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1840544,31/10/2020,10,2020,Nevada,North Las Vegas,3700 block of Iverson Ln,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1840041,31/10/2020,10,2020,Maryland,College Park,7700 Baltimore Ave,0,7,,,,,,,,,,,,,,,,,,,,,,,,
1839112,30/10/2020,10,2020,Maryland,Waldorf,2177 Crain Hwy,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1839065,30/10/2020,10,2020,Illinois,Chicago,11613 S Vincennes Ave,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1838368,29/10/2020,10,2020,Florida,Winter Garden,Center St and 11th St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1837146,28/10/2020,10,2020,Virginia,Roanoke,1400 block of Rorer Ave SW,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1837429,28/10/2020,10,2020,New Jersey,Newark,381 S 6th St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1834216,25/10/2020,10,2020,Texas,Fort Worth,1900 block of Carver Ave,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1835030,25/10/2020,10,2020,Texas,San Antonio,2800 block of W Hutchins Pl,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1834280,25/10/2020,10,2020,North Carolina,Raleigh,1731 Trawick Rd,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1834617,24/10/2020,10,2020,Mississippi,Greenwood,W Martin Luther King Dr,2,8,,,,,,,,,,,,,,,,,,,,,,,,
1832014,22/10/2020,10,2020,Florida,Miami,1830 NW 50 St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1832977,22/10/2020,10,2020,Louisiana,Rayne,I-10,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1831995,22/10/2020,10,2020,Massachusetts,Boston,Columbia Rd and Stanwood St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1831091,22/10/2020,10,2020,Maryland,Baltimore,500 block of W Franklin St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1830875,21/10/2020,10,2020,New York,Brooklyn,Nostrand Ave and Hawthorne St,1,5,,,,,,,,,,,,,,,,,,,,,,,,
1830822,21/10/2020,10,2020,Mississippi,Canton,1427 W Peace St,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1830092,20/10/2020,10,2020,Texas,Houston,2117 Chenevert St,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1829132,19/10/2020,10,2020,Ohio,Mansfield,136 Sturges Ave,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1828796,19/10/2020,10,2020,Louisiana,New Orleans,2599 N Prieur St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1827437,18/10/2020,10,2020,Maryland,Annapolis,100 block of Clay St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1828080,18/10/2020,10,2020,Illinois,Chicago,200 block of N Sacramento Blvd,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1828019,18/10/2020,10,2020,Tennessee,Nashville,1100 block of W Grove Ave,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1826680,17/10/2020,10,2020,New York,Lockport,43 S Niagara St,1,5,,,,,,,,,,,,,,,,,,,,,,,,
1826613,17/10/2020,10,2020,South Carolina,Rock Hill,524 N Anderson Rd,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1826444,16/10/2020,10,2020,California,San Jose,175 S Capitol Ave,2,4,,,,,,,,,,,,,,,,,,,,,,,,
1825525,16/10/2020,10,2020,Florida,Orlando,2000 block of N Forsyth Rd,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1826655,16/10/2020,10,2020,Arizona,Mesa,2115 Guadalupe Rd,1,6,,,,,,,,,,,,,,,,,,,,,,,,
1826675,16/10/2020,10,2020,California,San Francisco,200 block of Scherwin St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1824979,15/10/2020,10,2020,Louisiana,Lafayette,100 block of Laser Ln,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1825896,15/10/2020,10,2020,Maryland,Baltimore,2900 block of Westwood Ave,0,7,,,,,,,,,,,,,,,,,,,,,,,,
1824073,14/10/2020,10,2020,Pennsylvania,Philadelphia,3900 block of  Buist Ave,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1821574,12/10/2020,10,2020,South Carolina,Myrtle Beach,1012 US-501,2,3,,,,,,,,,,,,,,,,,,,,,,,,
1821496,11/10/2020,10,2020,Georgia,Atlanta,330 W Peachtree St NW,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1820156,10/10/2020,10,2020,Illinois,Chicago,100 block of S Keeler Ave,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1823101,10/10/2020,10,2020,South Carolina,Kingstree,55 Williamsburg County Hwy,0,8,,,,,,,,,,,,,,,,,,,,,,,,
1819955,10/10/2020,10,2020,Missouri,Saint Louis (Jennings),8800 block of Shannon Fox Cir,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1818055,08/10/2020,10,2020,Pennsylvania,Philadelphia,4935 Frankford Ave,1,6,,,,,,,,,,,,,,,,,,,,,,,,
1816799,07/10/2020,10,2020,Alaska,Anchorage,200 block of McCarrey St,1,4,,,,,,,,,,,,,,,,,,,,,,,,
1817184,07/10/2020,10,2020,New York,Brooklyn,181 Hegeman Ave,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1815308,05/10/2020,10,2020,District of Columbia,Washington,400 block of Orange St SE,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1814148,04/10/2020,10,2020,Georgia,Atlanta,1570 Joseph E Boone Blvd NW,1,5,,,,,,,,,,,,,,,,,,,,,,,,
1813872,04/10/2020,10,2020,Indiana,Indianapolis,5462 Massachusetts Ave,3,4,,,,,,,,,,,,,,,,,,,,,,,,
1813306,03/10/2020,10,2020,Tennessee,Clarksville,100 block of Tiny Town Rd,0,5,,,,,,,,,,,,,,,,,,,,,,,,
1813583,03/10/2020,10,2020,California,Sacramento,Roanoke Ave and Haywood St,1,3,,,,,,,,,,,,,,,,,,,,,,,,
1812972,02/10/2020,10,2020,California,Los Angeles,51st St and Hoover St,0,4,,,,,,,,,,,,,,,,,,,,,,,,
1812838,02/10/2020,10,2020,Washington,Seattle,9700 block of 59th Ave S,0,4,,,,,,,,,,,,,,,,,,,,,,,,
